id,query,ground_truth,permissions,inferred_in_list
51,"If we have two files, we want to move them to a location.","[['none'], ['none'], ['write', 'execute']]","file1: read, write; file2: read, write","[['read', 'write'], ['read', 'write']]"
51,"If we have two files, we would like to move them to the location dir.","[['none'], ['none'], ['write', 'execute']]","file1: read, write; file2: read, write, execute","[['read', 'write'], ['read', 'write', 'execute']]"
52,"If we have a file, we want to change it to another one.",none,file1: write; file2: write,"[['write'], ['write']]"
52,If we have a file and want to change it to another one.,none,"file1: read, write; file2: read, write","[['read', 'write'], ['read', 'write']]"
52,"If we have a file, we want to change it to something else.",none,file: write,[['write']]
52,"If we have a file, we want to change it to a different one.",none,file1: write; file2: write,"[['write'], ['write']]"
52,"If we have a file, and want to change it to another one.",none,"file1: read, write; file2: read, write","[['read', 'write'], ['read', 'write']]"
53,Rename a directory.,"[['read', 'write'], ['write', 'execute']]",directory: write,[['write']]
53,The directory dir1 should be renamed dir2,"[['read', 'write'], ['write', 'execute']]",dir1: write; dir2: write,"[['write'], ['write']]"
53,Rename a directory to something else.,"[['read', 'write'], ['write', 'execute']]",directory: write,[['write']]
53,A directory should be renamed dir1 to dir2.,"[['read', 'write'], ['write', 'execute']]",dir1: write; dir2: write,"[['write'], ['write']]"
53,dir1 to dir2 should be renamed.,"[['read', 'write'], ['write', 'execute']]",dir1: write; dir2: write,"[['write'], ['write']]"
54,It's possible to open a file in the text editor.,"[['read', 'write']]","file: read, write","[['read', 'write']]"
54,It is possible to open a file in the text editor.,"[['read', 'write']]","file: read, write","[['read', 'write']]"
54,You can open the file in the text editor.,"[['read', 'write']]","file: read, write","[['read', 'write']]"
54,It's possible to open the file in the text editor.,"[['read', 'write']]","file: read, write","[['read', 'write']]"
54,You can open a file in the text editor.,"[['read', 'write']]","filename: read, write","[['read', 'write']]"
55,Information about the system can be displayed.,none,"none, as no files need to be accessed to display system information.",none
55,Information about the system should be displayed.,none,"none, as no files need to be accessed for this query.",none
55,Show information about the system.,none,none,none
55,You can display information about the system.,none,/proc/cpuinfo: read; /proc/meminfo: read,"[['read'], ['read']]"
55,Information about the system is displayed.,none,none,none
56,Show the processes running.,none,none,none
56,Show how the current shell session is running.,none,none,none
56,The current shell session is running.,none,none,none
56,Show the processes running in the shell session.,none,none,none
56,Show the processes that are running.,none,none,none
57,There is a tree of processes.,none,none,none
57,A tree of processes can be displayed.,none,"none, as no files are being opened or modified.",none
57,A tree of processes is displayed.,none,none,none
57,A tree of processes.,none,none,none
57,You can display a tree of processes.,none,none,none
58,There is a working directory for the software.,none,"working directory: read, write, execute","[['read', 'write', 'execute']]"
58,The software is running.,none,"none, as no files are being accessed.",none
58,The software is running on a directory.,none,"directory: read, write, execute","[['read', 'write', 'execute']]"
58,There is a working directory on the software.,none,"working directory: read, write, execute","[['read', 'write', 'execute']]"
58,Show the working directory of the software.,none,none,none
59,Run a python program.,[['read']],filename: execute,[['execute']]
59,Run python program.,[['read']],"program.py: read, write, execute","[['read', 'write', 'execute']]"
59,There is a python program that you can run.,[['read']],filename: execute,[['execute']]
59,Run a program in python.,[['read']],filename: execute,[['execute']]
59,There is a python program that can be run.,[['read']],filename: execute,[['execute']]
60,A file should be removed.,none,none,none
60,There is a file that needs to be removed.,none,file: none,[['none']]
60,There is a file that should be removed.,none,"file: write, execute","[['write', 'execute']]"
60,A file needs to be removed.,none,file: none,[['none']]
60,You can remove a file.,none,"filename: write, execute","[['write', 'execute']]"
61,There is an empty directory.,none,"directory: read, write, execute","[['read', 'write', 'execute']]"
61,Remove an empty directory.,none,none,none
61,I want to remove an empty directory.,none,none,none
61,Mydir1 is an empty directory.,none,"Mydir1: read, write, execute","[['read', 'write', 'execute']]"
61,An empty directory can be deleted.,none,none,none
62,The file.txt should be copied to the current working directory.,[['read']],"file.txt: read, write","[['read', 'write']]"
62,You can copy the file.txt to the current working directory.,[['read']],"file.txt: read, write","[['read', 'write']]"
62,You can copy the file.txt into the current working directory.,[['read']],"file.txt: read, write","[['read', 'write']]"
62,Go to the current working directory and copy the file.txt.,[['read']],"file.txt: read, write","[['read', 'write']]"
62,You can copy the file.txt to the current directory.,[['read']],"file.txt: read, write","[['read', 'write']]"
63,"If the lines are the same, display each line with a series of spaces between them.","[['read'], ['read']]","file1: read; file2: read, write","[['read'], ['read', 'write']]"
63,"If the lines are the same, the files should be displayed with a series of spaces between them.","[['read'], ['read']]",file1: read; file2: read; execute,format error
63,"If the lines are the same, display each line of the two files with a series of spaces between them.","[['read'], ['read']]",file1: read; file2: read; write,format error
63,"If the lines are the same, show each line with a series of spaces between them.","[['read'], ['read']]","file1: read; file2: read, write","[['read'], ['read', 'write']]"
63,"If the lines are the same, display them with a series of spaces between them.","[['read'], ['read']]",file1: read; file2: read; write,format error
64,"If you are working with a text file, you should replace every instance of the word ""version"" with the word ""story"" in the file.",[['read']],"file: read, write","[['read', 'write']]"
64,"If you are working with a text file, you should replace every instance of the word ""version"" with the word ""story"" in it.",[['read']],"file: read, write","[['read', 'write']]"
64,"If you are working with a text file, you should replace every instance of the word ""version"" with the word ""story""",[['read']],file: write,[['write']]
64,"If you are working with a text file, you should replace every instance of the wordversion with the wordstory in the file.",[['read']],"file: read, write","[['read', 'write']]"
64,"If you are working with a text file, you should replace every instance of the wordversion with the story in the file.",[['read']],"file: read, write","[['read', 'write']]"
65,The file becomes extremely difficult to recover if the contents are changed repeatedly.,[['write']],file: write,[['write']]
65,The file becomes very difficult to recover if the contents are changed repeatedly.,[['write']],file: write,[['write']]
65,The file becomes very difficult to recover if the contents are not changed frequently.,[['write']],file: write,[['write']]
65,The given file becomes extremely difficult to recover if the contents are changed repeatedly.,[['write']],filename: none,[['none']]
65,The given file becomes very difficult to recover if the contents are changed repeatedly.,[['write']],filename: none,[['none']]
66,"If the contents of the file are not changed, the file will become extremely difficult to recover and then be deleted.",[['write']],"file1: read, write; file2: read, write, execute","[['read', 'write'], ['read', 'write', 'execute']]"
66,"If the contents of the file are not changed frequently, the file will become extremely difficult to recover and then be deleted.",[['write']],"file1: read; file2: read, write","[['read'], ['read', 'write']]"
66,"If the contents of the file are not changed, the file will become very difficult to recover and then be deleted.",[['write']],"file1: read, write; file2: read, write, execute","[['read', 'write'], ['read', 'write', 'execute']]"
66,"If the contents of the file are not changed frequently, the file will become very difficult to recover and then be deleted.",[['write']],"file1: read, write; file2: read, write","[['read', 'write'], ['read', 'write']]"
66,"If the contents of the file are not changed frequently, the file will become extremely difficult to recover, and then be deleted.",[['write']],"file1: read; file2: read, write","[['read'], ['read', 'write']]"
67,You can sort file line by line by alphabet order.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
67,Sort file line by line by alphabet order and see the result on the screen.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
67,Sort file line by line by alphabet order to see the result on the screen.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
67,You can sort the file line by line by alphabet order.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
67,Show the result on the screen if you sort the file line by line.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
68,Break the original file into three equal to the number of lines.,[['read']],"file1: read, write; file2: read, write, execute","[['read', 'write'], ['read', 'write', 'execute']]"
68,Break the file into three equal to the number of lines.,[['read']],"file: write, execute","[['write', 'execute']]"
68,The original file should be broken into three equal to the number of lines.,[['read']],"file: write, execute","[['write', 'execute']]"
68,"Keep the original file intact, but break it into three equal to the number of lines.",[['read']],"file1: read, write; file2: read, write, execute","[['read', 'write'], ['read', 'write', 'execute']]"
68,"Keeping the original intact, break the file into three equal to the number of lines.",[['read']],"file: write, execute","[['write', 'execute']]"
69,There are strings in the file.,[['read']],"file: read, write","[['read', 'write']]"
69,Find strings in a file.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
69,There are strings in a file.,[['read']],"file: read, write","[['read', 'write']]"
69,The file has strings in it.,[['read']],"file: read, write","[['read', 'write']]"
69,Find strings in the file.,[['read']],"file: read, write","[['read', 'write']]"
70,Use 1K blocks of myfile.txt to calculate the BSD sum.,[['read']],"myfile.txt: read, write","[['read', 'write']]"
70,Use 1K blocks of my file to calculate the BSD sum.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
70,Use 1K blocks of myfile.txt to calculate BSD sum.,[['read']],"myfile.txt: read, write","[['read', 'write']]"
70,Use 1K blocks of myfile to calculate the BSD sum.,[['read']],"myfile: read, write, execute","[['read', 'write', 'execute']]"
70,Use 1K blocks of myfile.,[['read']],"myfile: read, write","[['read', 'write']]"
71,The file is printed in reverse.,[['read']],filename: none,[['none']]
71,The file can be printed in reverse.,[['read']],"file: write, execute","[['write', 'execute']]"
71,Print file in reverse.,[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
71,The file should be printed in reverse.,[['read']],"file: write, execute","[['write', 'execute']]"
71,Print the file in reverse.,[['read']],"file1: read, write; file2: read","[['read', 'write'], ['read']]"
72,The last 3 lines of the file should be displayed.,[['read']],"file: read, write","[['read', 'write']]"
72,The last three lines of the file should be displayed.,[['read']],"file: read, write","[['read', 'write']]"
72,The last 3 lines of the file should be shown.,[['read']],"file: read, write","[['read', 'write']]"
72,The last 3 lines of the file are displayed.,[['read']],"file: read, write","[['read', 'write']]"
72,The last lines of the file should be displayed.,[['read']],"file: read, write","[['read', 'write']]"
73,The tar file is the archive of the file in the current directory.,[['read']],"tar file: read, write, execute","[['read', 'write', 'execute']]"
73,"The archive of file, file, is in the current directory.",[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
73,The tar file is the archive of file in the current directory.,[['read']],"tar file: read, write, execute","[['read', 'write', 'execute']]"
73,"The tar file is the archive of file, file, in the current directory.",[['read']],"file: read, write, execute; tar file: read, write","[['read', 'write', 'execute'], ['read', 'write']]"
73,"The archive of file, file, in the current directory is called file.tar.",[['read']],"file.tar: read, write","[['read', 'write']]"
74,There is an existing tar file.tar.,[['read']],"file.tar: read, write, execute","[['read', 'write', 'execute']]"
74,There is a tar file.tar.,[['read']],"file.tar: read, write, execute","[['read', 'write', 'execute']]"
74,Take a look at an existing tar file.tar.,[['read']],file.tar: read,[['read']]
74,You can view an existing tar file.,[['read']],tarfile: read,[['read']]
74,There is an existing tar file.tar,[['read']],"file.tar: read, write, execute","[['read', 'write', 'execute']]"
75,The output will be sent to file top-file.,[['write']],top-file: write,[['write']]
75,The output will be sent to file top-file,[['write']],file top-file: write,[['write']]
75,The output will be sent to file top-files.,[['write']],top-files: write,[['write']]
75,The output will be sent to file top- file.,[['write']],file top-file: write,[['write']]
75,"The output will be sent to file top-file, as specified by the delay flag.",[['write']],top-file: write,[['write']]
76,An empty file can be created in the location dir.,"[['write', 'execute']]",dir: write,[['write']]
76,An empty file can be created in location dir.,"[['write', 'execute']]",dir: write,[['write']]
76,An empty file can be created in the dir.,"[['write', 'execute']]",dir: write,[['write']]
76,"In the location dir, create an empty file.","[['write', 'execute']]",dir: write,[['write']]
76,"In the dir, create an empty file.","[['write', 'execute']]",dir: write,[['write']]
77,An empty file can be created.,"[['write', 'execute']]",file: write,[['write']]
77,An empty file should be created.,"[['write', 'execute']]",file: write,[['write']]
77,An empty file is created.,"[['write', 'execute']]",file: write,[['write']]
77,An empty file could be created.,"[['write', 'execute']]",file: write,[['write']]
77,You can create an empty file.,"[['write', 'execute']]",filename: write,[['write']]
78,Old_file's modification date should be changed to the current time.,"[['write', 'execute']]",old_file: write,[['write']]
78,The old_file modification date should be changed to the current time.,"[['write', 'execute']]",old_file: write,[['write']]
78,The modification date of the file should be changed to the current time.,"[['write', 'execute']]",file: write,[['write']]
78,The current time is when the modification date of file old_file should be changed.,"[['write', 'execute']]",old_file: write,[['write']]
78,The current time is when the modification date of the file should be changed.,"[['write', 'execute']]",file: write,[['write']]
79,The system information should be printed in the following order.,none,"none, as no files need to be opened to print the system information.",none
79,All the system information should be printed in the following order.,none,"none, as no files need to be opened to print the system information.",none
79,"The system information should be printed in the following order: kernels name, network name, release date, machine hardware name, operating system.",none,/proc/sys/kernel/: read; /proc/sys/,format error
79,The system information can be printed in the following order.,none,file1: read; file2: read; file3: read;,format error
79,"The system information should be printed in the following order: the name of the operating system, the name of the network, the release date of the kernels, and the machine hardware name.",none,none,none
80,You can extract a zip compressed file.,[['read']],"filename: read, write, execute","[['read', 'write', 'execute']]"
80,There is a zip compressed file.,[['read']],"filename: read, write, execute","[['read', 'write', 'execute']]"
80,Get a zip compressed file.,[['read']],"filename: read, write, execute","[['read', 'write', 'execute']]"
80,You can extract a zip file.,[['read']],"filename: read, write, execute","[['read', 'write', 'execute']]"
80,A zip file is compressed.,[['read']],none,none
81,Load average and system uptime should be shown.,none,none,none
81,Show the load and system average.,none,none,none
81,Load average and system uptime are shown.,none,none,none
81,Show the load average.,none,none,none
81,Show the load average and system average.,none,none,none
82,Use the vi editor to modify an existing file.,"[['read', 'write']]",file: write,[['write']]
82,The vi editor can be used to modify an existing file.,"[['read', 'write']]",file: write,[['write']]
82,The vi editor can be used to edit an existing file.,"[['read', 'write']]",file: write,[['write']]
82,Use the vi editor to change an existing file.,"[['read', 'write']]",file: write,[['write']]
82,You can use the vi editor to modify an existing file.,"[['read', 'write']]",file: write,[['write']]
83,"Show the system memory, processes, interrupts, and block I/O.",none,"none, as this query does not require any file permissions.",none
83,"Show the system memory, processes, interrupt, and block I/O.",none,"none, as this query does not require any file permissions.",none
83,"Show system memory, processes, interrupts, and block I/O.",none,none; system memory: read; processes: read; interrupts: read;,none
83,"Show the system's memory, processes, interrupts, and block I/O.",none,"none; the system does not need any permissions to show its memory, processes",none
83,"Show system memory, processes, interrupt, and block I/O.",none,system memory: read; processes: read; interrupt: read; block I,format error
84,"You can find the number of lines, word count,byte and characters in the file.",[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
84,"You can find the number of lines, word count, byte and characters in the file.",[['read']],"file: read, write","[['read', 'write']]"
84,"Find the number of lines, word count,byte and characters in the file.",[['read']],"file: read, write, execute","[['read', 'write', 'execute']]"
84,"You can find the number of lines, word count,byte, and characters in the file.",[['read']],"file: read, write","[['read', 'write']]"
84,"Number of lines, word count,byte and characters count in the file.",[['read']],"file: read, write","[['read', 'write']]"
85,You can download a sample.,none,"sample: read, write","[['read', 'write']]"
85,A sample.php can be downloaded.,none,"sample.php: read, write","[['read', 'write']]"
85,You can download a webpage sample.,none,"sample: read, write","[['read', 'write']]"
85,You can download a sample of a website.,none,"filename: read, write","[['read', 'write']]"
85,You can download a sample website template.,none,"sample_website_template.zip: read, write, execute","[['read', 'write', 'execute']]"
86,There is a single-line description of a python command.,none,none,none
86,The python command is described in a single line.,none,none,none
86,There is a single-line description of the python command.,none,"none, as the python command does not require any file permissions.",none
86,A description of a python command can be printed.,none,filename: none,[['none']]
86,There is a description of a python command.,none,filename: execute,[['execute']]
87,The full path of shell commands can be output.,none,none,none
87,You can output the full path of shell commands.,none,none,none
87,The full path of shell commands should be output.,none,none,none
87,The full path of shell commands can be Output the full path of shell commands.,none,none,none
87,The full path of commands can be output.,none,none,none
88,The usernames are currently in use.,none,none,none
88,You can display the usernames currently in use.,none,none,none
88,Show the usernames currently in use.,none,none,none
88,The usernames currently in use are displayed.,none,none,none
88,The usernames should be displayed.,none,"none, as no files need to be accessed to display usernames.",none
89,Put the file into a zip file.,"[['read'], ['write']]","file: write, execute","[['write', 'execute']]"
89,Take the file and make it into a zip file.,"[['read'], ['write']]","file: read, write, execute","[['read', 'write', 'execute']]"
89,Take the file and put it in a zip file.,"[['read'], ['write']]","file: read, write, execute; zip file: write","[['read', 'write', 'execute'], ['write']]"
89,Take the file and put it into a zip file.,"[['read'], ['write']]","file: read, write, execute; zip file: write","[['read', 'write', 'execute'], ['write']]"
89,Put the file into zip.,"[['read'], ['write']]","file: write, execute","[['write', 'execute']]"
